DateTime,Temperature,Humidity,Pressure,VOC,MQ5,Dust
Tue Apr 21 11:51:01 2020, 17.58,50.25,1006.47,21.35,6.5,49.26, 
Tue Apr 21 11:52:43 2020, 17.59,50.16,1006.45,21.18,6.5,0.62, 
Tue Apr 21 11:54:25 2020, 17.61,50.16,1006.58,21.17,6.5,0.62, 
Tue Apr 21 11:56:07 2020, 17.61,50.21,1006.47,21.28,6.5,10.59, 
Tue Apr 21 11:57:48 2020, 17.61,50.21,1006.51,21.28,6.5,133.47, 
Tue Apr 21 11:59:30 2020, 17.63,50.09,1006.6,21.02,6.5,16.19, 
Tue Apr 21 12:01:11 2020, 17.64,50.09,1006.51,21.03,6.5,36.19, 
Tue Apr 21 12:02:53 2020, 17.65,50.08,1006.51,21.0,6.5,14.37, 
Tue Apr 21 12:04:35 2020, 17.68,50.12,1006.49,21.09,6.5,0.62, 
Tue Apr 21 12:06:16 2020, 17.7,50.07,1006.56,20.98,6.5,69.55, 
Tue Apr 21 12:07:58 2020, 17.71,50.09,1006.52,21.02,6.5,58.59, 
Tue Apr 21 12:09:40 2020, 17.73,50.07,1006.6,20.98,6.5,51.28, 
Tue Apr 21 12:11:21 2020, 17.74,50.06,1006.54,20.95,6.5,1.68, 
Tue Apr 21 12:13:03 2020, 17.74,50.13,1006.54,21.1,6.5,0.62, 
Tue Apr 21 12:14:44 2020, 17.76,50.08,1006.56,21.01,6.5,92.04, 
Tue Apr 21 12:16:26 2020, 17.77,50.01,1006.52,20.85,6.5,0.62, 
Tue Apr 21 12:18:07 2020, 17.79,49.97,1006.49,20.76,6.5,39.5, 
Tue Apr 21 12:19:49 2020, 17.79,50.02,1006.54,20.88,6.5,24.93, 
Tue Apr 21 12:21:31 2020, 17.81,50.02,1006.58,20.87,6.5,46.89, 
Tue Apr 21 12:23:13 2020, 17.82,49.96,1006.6,20.75,6.5,137.76, 
Tue Apr 21 12:24:54 2020, 17.82,49.97,1006.6,20.78,6.5,22.78, 
Tue Apr 21 12:26:36 2020, 17.84,50.05,1006.6,20.94,6.5,0.62, 
Tue Apr 21 12:28:17 2020, 17.85,49.96,1006.64,20.75,6.5,41.98, 
Tue Apr 21 12:29:59 2020, 17.87,49.91,1006.6,20.64,6.5,142.12, 
Tue Apr 21 12:31:40 2020, 17.89,49.92,1006.62,20.66,6.5,48.01, 
Tue Apr 21 12:33:22 2020, 17.9,49.9,1006.6,20.63,6.5,11.8, 
Tue Apr 21 12:35:04 2020, 17.9,49.87,1006.6,20.56,6.5,30.7, 
Tue Apr 21 12:36:45 2020, 17.94,49.84,1006.6,20.51,6.5,81.71, 
Tue Apr 21 12:38:27 2020, 18.07,49.88,1006.68,20.59,6.5,0.62, 
Tue Apr 21 12:40:08 2020, 18.14,50.27,1006.6,21.4,6.5,23.78, 
Tue Apr 21 12:41:50 2020, 18.31,50.94,1006.64,22.79,6.5,103.19, 
Tue Apr 21 12:43:32 2020, 18.35,50.54,1006.72,21.95,6.5,86.24, 
Tue Apr 21 12:45:14 2020, 18.37,50.4,1006.72,21.68,6.5,41.22, 
Tue Apr 21 12:46:56 2020, 18.42,50.33,1006.68,21.53,6.5,48.8, 
Tue Apr 21 12:48:37 2020, 18.52,50.63,1006.76,22.14,6.5,62.12, 
Tue Apr 21 12:50:19 2020, 18.64,50.3,1006.74,21.46,6.5,4.35, 
Tue Apr 21 12:52:01 2020, 18.64,50.2,1006.76,21.25,6.5,41.9, 
Tue Apr 21 12:53:44 2020, 18.66,49.93,1006.76,20.69,6.5,9.12, 
Tue Apr 21 12:55:26 2020, 18.73,49.84,1006.74,20.51,6.5,37.97, 
Tue Apr 21 12:57:08 2020, 18.82,49.67,1006.76,20.15,6.5,0.62, 
Tue Apr 21 12:58:50 2020, 18.9,49.77,1006.72,20.35,6.5,152.13, 
Tue Apr 21 13:00:32 2020, 18.96,50.18,1006.82,21.21,6.5,18.75, 
Tue Apr 21 13:02:14 2020, 18.99,49.59,1006.86,19.99,6.5,22.31, 
Tue Apr 21 13:03:56 2020, 18.99,49.22,1006.78,19.2,6.5,74.05, 
Tue Apr 21 13:05:38 2020, 18.95,49.34,1006.86,19.45,6.5,78.94, 
Tue Apr 21 13:07:20 2020, 18.97,49.12,1006.8,18.99,6.5,148.77, 
Tue Apr 21 13:16:13 2020, 19.17,48.67,1006.72,18.06,6.5,0.62, 
Tue Apr 21 13:17:54 2020, 19.2,48.73,1006.74,18.19,6.5,64.18, 
Tue Apr 21 13:19:36 2020, 19.22,48.73,1006.72,18.19,6.5,68.16, 
Tue Apr 21 13:21:18 2020, 19.26,48.69,1006.72,18.11,6.5,73.42, 
Tue Apr 21 13:23:00 2020, 19.29,48.75,1006.66,18.24,6.5,0.8, 
Tue Apr 21 13:24:41 2020, 19.28,49.01,1006.66,18.78,6.5,41.69, 
Tue Apr 21 13:26:23 2020, 19.25,48.92,1006.64,18.59,6.5,52.83, 
Tue Apr 21 13:28:04 2020, 19.26,49.03,1006.62,18.8,6.5,97.96, 
Tue Apr 21 13:29:46 2020, 19.32,49.06,1006.6,18.87,6.5,12.33, 
Tue Apr 21 13:31:28 2020, 19.37,49.05,1006.66,18.86,6.5,142.35, 
Tue Apr 21 13:33:09 2020, 19.4,48.78,1006.6,18.29,6.5,45.03, 
Tue Apr 21 13:34:51 2020, 19.43,49.25,1006.6,19.27,6.5,147.79, 
Tue Apr 21 13:36:33 2020, 19.47,48.99,1006.58,18.73,6.5,56.85, 
Tue Apr 21 13:38:14 2020, 19.52,48.93,1006.62,18.61,6.5,5.76, 
Tue Apr 21 13:39:56 2020, 19.53,48.8,1006.54,18.33,6.5,77.75, 
Tue Apr 21 13:41:38 2020, 19.55,48.67,1006.54,18.05,6.5,0.62, 
Tue Apr 21 13:43:19 2020, 19.57,48.73,1006.54,18.18,6.5,0.69, 
Tue Apr 21 13:45:00 2020, 19.59,48.59,1006.54,17.9,6.5,25.92, 
Tue Apr 21 13:46:42 2020, 19.73,48.42,1006.47,17.54,6.5,91.6, 
Tue Apr 21 13:48:24 2020, 19.41,48.08,1006.47,16.84,6.5,14.43, 
Tue Apr 21 13:50:05 2020, 19.17,48.5,1006.49,17.7,6.5,52.55, 
Tue Apr 21 13:51:47 2020,NaN,NaN,NaN,NaN,NaN,NaN 
Tue Apr 21 13:53:28 2020, 19.1,49.27,1006.51,19.32,6.5,38.83, 
Tue Apr 21 13:55:10 2020, 19.31,49.55,1006.49,19.9,6.5,7.9, 
Tue Apr 21 13:56:52 2020, 19.35,49.1,1006.49,18.96,6.5,127.51, 
Tue Apr 21 13:58:33 2020, 19.38,49.18,1006.47,19.12,6.5,0.62, 
Tue Apr 21 14:00:15 2020, 19.29,48.84,1006.41,18.42,6.5,0.62, 
Tue Apr 21 14:01:56 2020, 19.32,48.76,1006.37,18.24,6.5,136.01, 
Tue Apr 21 14:03:38 2020, 19.25,48.5,1006.37,17.7,6.5,10.31, 
Tue Apr 21 14:05:20 2020, 19.22,48.51,1006.49,17.74,6.5,74.93, 
Tue Apr 21 14:07:02 2020, 19.25,47.78,1006.33,16.22,6.5,10.97, 
Tue Apr 21 14:08:43 2020, 19.21,47.41,1006.33,15.44,6.5,0.62, 
Tue Apr 21 14:10:24 2020, 19.15,48.09,1006.25,16.85,6.5,29.18, 
Tue Apr 21 14:12:06 2020, 19.19,48.08,1006.25,16.83,6.5,8.47, 
Tue Apr 21 14:13:48 2020, 19.23,48.02,1006.25,16.7,6.5,39.42, 
Tue Apr 21 14:15:30 2020, 19.23,47.86,1006.19,16.37,6.5,1.96, 
Tue Apr 21 14:17:12 2020, 19.34,47.62,1006.17,15.88,6.5,52.16, 
Tue Apr 21 14:18:53 2020, 19.32,47.76,1006.11,16.17,6.5,114.0, 
Tue Apr 21 14:20:35 2020, 19.27,47.27,1006.15,15.14,6.5,25.7, 
Tue Apr 21 14:22:17 2020, 19.16,47.31,1006.05,15.22,6.5,128.46, 
Tue Apr 21 14:23:58 2020, 19.06,48.03,1006.15,16.73,6.5,48.96, 
Tue Apr 21 14:25:40 2020, 18.98,48.01,1006.09,16.69,6.5,38.84, 
Tue Apr 21 14:27:21 2020, 18.91,48.31,1006.15,17.31,6.5,134.36, 
Tue Apr 21 14:29:03 2020, 18.86,48.29,1006.17,17.28,6.5,8.4, 
Tue Apr 21 14:30:45 2020, 18.81,48.22,1006.23,17.11,6.5,129.01, 
Tue Apr 21 14:32:26 2020, 18.78,48.34,1006.15,17.38,6.5,111.77, 
Tue Apr 21 14:34:08 2020, 18.76,48.43,1006.09,17.56,6.5,44.98, 
Tue Apr 21 14:35:49 2020, 18.74,48.46,1006.11,17.61,6.5,52.87, 
Tue Apr 21 14:37:31 2020, 18.71,48.49,1006.15,17.68,6.5,1.3, 
Tue Apr 21 14:39:13 2020, 18.67,48.58,1006.11,17.87,6.5,16.78, 
Tue Apr 21 14:40:54 2020, 18.63,48.39,1006.25,17.47,6.5,103.74, 
Tue Apr 21 14:42:36 2020, 18.61,48.5,1006.19,17.7,6.5,28.22, 
Tue Apr 21 14:44:18 2020, 18.57,48.55,1006.11,17.81,6.5,55.1, 
Tue Apr 21 14:45:59 2020, 18.54,48.5,1006.11,17.7,6.5,66.69, 
Tue Apr 21 14:47:41 2020, 18.52,48.68,1006.15,18.08,6.5,129.91, 
Tue Apr 21 14:49:23 2020, 18.48,48.6,1006.13,17.91,6.5,0.62, 
Tue Apr 21 14:51:04 2020, 18.48,48.74,1006.15,18.2,6.5,30.73, 
Tue Apr 21 14:52:45 2020, 18.46,48.76,1006.17,18.25,6.5,18.57, 
Tue Apr 21 14:54:27 2020, 18.44,48.89,1006.15,18.52,6.5,117.83, 
Tue Apr 21 14:56:09 2020, 18.41,48.81,1006.11,18.35,6.5,27.7, 
Tue Apr 21 14:57:50 2020, 18.39,48.9,1006.13,18.55,6.5,0.79, 
Tue Apr 21 14:59:32 2020, 18.38,48.93,1006.11,18.6,6.5,44.75, 
Tue Apr 21 15:01:14 2020, 18.37,48.98,1006.11,18.72,6.5,24.68, 
Tue Apr 21 15:02:55 2020, 18.35,48.96,1006.13,18.67,6.5,57.4, 
Tue Apr 21 15:04:37 2020, 18.34,49.08,1006.17,18.93,6.5,14.3, 
Tue Apr 21 15:06:19 2020, 18.33,49.11,1006.17,18.97,6.5,33.58, 
Tue Apr 21 15:08:00 2020, 18.32,49.23,1006.21,19.23,6.5,142.61, 
Tue Apr 21 15:09:42 2020, 18.29,49.23,1006.15,19.23,6.5,30.88, 
Tue Apr 21 15:11:24 2020, 18.27,49.28,1006.13,19.33,6.5,18.6, 
Tue Apr 21 15:13:05 2020, 18.24,49.28,1006.13,19.34,6.5,39.75, 
Tue Apr 21 15:14:47 2020, 18.22,49.34,1006.15,19.45,6.5,73.34, 
Tue Apr 21 15:16:28 2020, 18.2,49.44,1006.11,19.66,6.5,0.62, 
Tue Apr 21 15:18:10 2020, 18.19,49.47,1006.07,19.72,6.5,40.82, 
Tue Apr 21 15:19:51 2020, 18.18,49.42,1006.09,19.61,6.5,135.47, 
Tue Apr 21 15:21:33 2020, 18.17,49.56,1006.15,19.91,6.5,121.19, 
Tue Apr 21 15:23:15 2020, 18.15,49.48,1006.11,19.75,6.5,11.95, 
Tue Apr 21 15:24:56 2020, 18.13,49.45,1006.13,19.68,6.5,32.81, 
Tue Apr 21 15:26:38 2020, 18.11,49.55,1006.07,19.9,6.5,41.43, 
Tue Apr 21 15:28:19 2020, 18.11,49.59,1006.13,19.98,6.5,38.34, 
Tue Apr 21 15:30:01 2020, 18.1,49.64,1006.09,20.09,6.5,52.87, 
Tue Apr 21 15:31:42 2020, 18.08,49.58,1006.09,19.96,6.5,16.23, 
Tue Apr 21 15:33:24 2020, 18.06,49.66,1006.07,20.13,6.5,2.52, 
Tue Apr 21 15:35:05 2020, 18.04,49.72,1006.07,20.25,6.5,153.01, 
Tue Apr 21 15:36:47 2020, 18.02,49.69,1006.05,20.18,6.5,20.8, 
Tue Apr 21 15:38:28 2020, 17.97,49.61,1006.04,20.02,6.5,0.62, 
Tue Apr 21 15:40:10 2020, 17.93,49.69,1006.07,20.2,6.5,79.37, 
Tue Apr 21 15:41:52 2020, 17.9,49.66,1006.0,20.13,6.5,70.05, 
Tue Apr 21 15:43:33 2020, 17.88,49.62,1006.02,20.05,6.5,33.93, 
Tue Apr 21 15:45:15 2020, 17.85,49.69,1005.96,20.18,6.5,13.28, 
Tue Apr 21 15:46:57 2020, 17.85,49.73,1005.98,20.27,6.5,63.4, 
Tue Apr 21 15:48:38 2020, 17.84,49.74,1005.98,20.29,6.5,62.0, 
Tue Apr 21 15:50:20 2020, 17.81,49.74,1005.98,20.29,6.5,84.45, 
Tue Apr 21 15:52:01 2020, 17.76,49.82,1006.0,20.46,6.5,34.13, 
Tue Apr 21 15:53:43 2020, 17.71,49.82,1005.98,20.46,6.5,0.62, 
Tue Apr 21 15:55:24 2020, 17.68,49.76,1006.04,20.33,6.5,44.84, 
Tue Apr 21 15:57:06 2020, 17.63,49.69,1005.96,20.19,6.5,14.49, 
Tue Apr 21 16:00:06 2020, 17.58,49.78,1005.96,20.38,6.5,21.0, 
Tue Apr 21 16:01:49 2020, 17.56,49.8,1005.96,20.41,6.5,12.55, 
Tue Apr 21 16:03:31 2020, 17.55,50.02,1006.04,20.88,6.5,49.04, 
Tue Apr 21 16:05:14 2020, 17.53,50.04,1006.0,20.92,6.5,0.62, 
Tue Apr 21 16:06:57 2020, 17.49,50.1,1005.96,21.05,6.5,32.31, 
Tue Apr 21 16:08:40 2020, 17.45,50.28,1005.92,21.41,6.5,148.13, 
Tue Apr 21 16:10:22 2020, 17.42,50.3,1005.9,21.46,6.5,18.78, 
Tue Apr 21 16:12:05 2020, 17.39,50.33,1005.94,21.52,6.5,74.21, 
Tue Apr 21 16:13:48 2020, 17.35,50.41,1005.96,21.7,6.5,51.68, 
Tue Apr 21 16:15:31 2020, 17.33,50.42,1005.98,21.72,6.5,62.26, 
Tue Apr 21 16:17:14 2020, 17.29,50.47,1005.92,21.82,6.5,5.04, 
Tue Apr 21 16:18:56 2020, 17.26,50.53,1005.96,21.94,6.5,0.73, 
Tue Apr 21 16:20:39 2020, 17.23,50.6,1005.96,22.09,6.5,28.65, 
Tue Apr 21 16:22:22 2020, 17.21,50.72,1006.02,22.34,6.5,0.71, 
Tue Apr 21 16:24:04 2020, 17.19,50.76,1005.94,22.43,6.5,103.9, 
Tue Apr 21 16:25:47 2020, 17.16,50.85,1005.92,22.6,6.5,7.74, 
Tue Apr 21 16:27:30 2020, 17.12,51.11,1005.92,23.15,6.5,49.97, 
Tue Apr 21 16:29:12 2020, 17.11,51.22,1005.92,23.38,6.5,49.91, 
Tue Apr 21 16:30:55 2020, 17.07,51.28,1005.94,23.5,6.5,57.11, 
Tue Apr 21 16:32:37 2020, 17.04,51.38,1005.98,23.72,6.5,5.96, 
Tue Apr 21 16:34:20 2020, 17.02,51.55,1005.96,24.07,6.5,92.36, 
Tue Apr 21 16:36:02 2020, 16.98,51.59,1006.0,24.14,6.5,145.94, 
Tue Apr 21 16:37:45 2020, 16.95,51.65,1006.0,24.27,6.5,55.67, 
Tue Apr 21 16:39:28 2020, 16.92,51.74,1006.0,24.45,6.5,24.45, 
Tue Apr 21 16:41:11 2020, 16.91,51.86,1006.04,24.71,6.5,50.11, 
Tue Apr 21 16:42:53 2020, 16.88,51.97,1006.05,24.93,6.5,53.96, 
Tue Apr 21 16:44:36 2020, 16.85,52.04,1006.05,25.09,6.5,85.57, 
Tue Apr 21 16:46:18 2020, 16.83,52.03,1006.09,25.06,6.5,74.54, 
Tue Apr 21 16:48:01 2020, 16.79,52.08,1006.09,25.17,6.5,19.88, 
Tue Apr 21 16:49:44 2020, 16.77,52.22,1006.09,25.46,6.5,57.59, 
Tue Apr 21 16:51:27 2020, 16.76,52.32,1006.02,25.66,6.5,81.84, 
Tue Apr 21 16:53:10 2020, 16.73,52.25,1005.98,25.52,6.5,55.25, 
Tue Apr 21 16:54:53 2020, 16.7,52.38,1005.98,25.79,6.5,50.84, 
Tue Apr 21 16:56:36 2020, 16.68,52.44,1006.02,25.91,6.5,60.45, 
Tue Apr 21 16:58:19 2020, 16.65,52.42,1005.98,25.86,6.5,120.52, 
Tue Apr 21 17:00:01 2020, 16.63,52.51,1006.0,26.06,6.5,54.67, 
Tue Apr 21 17:01:44 2020, 16.6,52.56,1005.98,26.16,6.5,0.62, 
Tue Apr 21 17:03:27 2020, 16.58,52.63,1006.0,26.32,6.5,110.07, 
Tue Apr 21 17:05:10 2020, 16.58,52.63,1005.98,26.32,6.5,150.02, 
Tue Apr 21 17:06:53 2020, 16.57,52.75,1006.0,26.56,6.5,113.03, 
Tue Apr 21 17:08:35 2020, 16.55,52.74,1006.02,26.55,6.5,0.83, 
Tue Apr 21 17:10:17 2020, 16.53,52.79,1006.05,26.64,6.5,29.05, 
Tue Apr 21 17:12:00 2020, 16.49,52.88,1006.0,26.83,6.5,7.0, 
Tue Apr 21 17:13:42 2020, 16.49,52.96,1006.05,27.0,6.5,66.27, 
Tue Apr 21 17:15:25 2020, 16.47,53.02,1006.07,27.12,6.5,8.04, 
Tue Apr 21 17:17:08 2020, 16.46,53.1,1006.07,27.3,6.5,34.7, 
Tue Apr 21 17:18:51 2020, 16.44,53.19,1006.13,27.47,6.5,5.43, 
Tue Apr 21 17:20:34 2020, 16.42,53.18,1006.11,27.45,6.5,89.12, 
Tue Apr 21 17:22:17 2020, 16.39,53.15,1006.19,27.41,6.5,24.65, 
Tue Apr 21 17:23:59 2020, 16.37,53.24,1006.15,27.58,6.5,0.62, 
Tue Apr 21 17:25:42 2020, 16.35,53.23,1006.15,27.57,6.5,52.24, 
Tue Apr 21 17:27:25 2020, 16.34,53.26,1006.17,27.63,6.5,12.86, 
Tue Apr 21 17:29:07 2020, 16.32,53.37,1006.15,27.86,6.5,139.52, 
Tue Apr 21 17:30:50 2020, 16.3,53.0,1006.15,27.09,6.5,15.02, 
Tue Apr 21 17:32:33 2020, 16.29,53.35,1006.15,27.82,6.5,81.99, 
Tue Apr 21 17:34:16 2020, 16.29,53.33,1006.15,27.76,6.5,146.67, 
Tue Apr 21 17:35:58 2020, 16.28,53.28,1006.19,27.67,6.5,0.62, 
Tue Apr 21 17:37:41 2020, 16.27,53.4,1006.19,27.92,6.5,8.8, 
Tue Apr 21 17:39:23 2020, 16.28,53.35,1006.19,27.82,6.5,14.45, 
Tue Apr 21 17:41:06 2020, 16.27,53.47,1006.17,28.06,6.5,18.19, 
